audit_id,invoice_id,action_taken,triggered_by,timestamp,root_cause,recommendation,risk_score,final_status,comments
AUD00001881,INV00003747,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:35,Not applicable / on-time,DEFER until 2025-11-12 00:00:00,0.6131,Open,"Invoice INV00003747 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 20.5%. Recommended action: DEFER."
AUD00001882,INV00003751,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:46:36,Not applicable / on-time,APPROVE until 2025-04-08 00:00:00,0.6338,Closed,"Invoice INV00003751 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 22.8%. Recommended action: APPROVE."
AUD00001883,INV00003753,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:37,Behavioural,HOLD until 2026-04-28 00:00:00,0.8546,Open,"Invoice INV00003753 has been flagged because it is scheduled to release 22 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 8.3%. Recommended action: HOLD."
AUD00001884,INV00003755,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:38,Insufficient audit trail,HOLD until 2025-12-10 00:00:00,0.3117,Open,"Invoice INV00003755 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 33.2%. Recommended action: HOLD."
AUD00001885,INV00003756,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:39,Behavioural,HOLD until 2025-12-17 00:00:00,0.7586,Open,"Invoice INV00003756 has been flagged because it is scheduled to release 35 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 44.7%. Recommended action: HOLD."
AUD00001886,INV00003758,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:46:40,UPR,APPROVE until 2026-02-09 00:00:00,0.7287,Closed,"Invoice INV00003758 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 15.4%. Recommended action: APPROVE."
AUD00001887,INV00003760,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:41,System error,HOLD until 2025-07-25 00:00:00,0.7102,Open,"Invoice INV00003760 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 8.6%. Recommended action: HOLD."
AUD00001888,INV00003761,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:42,Not applicable / on-time,HOLD until 2025-11-11 00:00:00,0.8572,Open,"Invoice INV00003761 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 18.1%. Recommended action: HOLD."
AUD00001889,INV00003762,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:43,System error,DEFER until 2026-04-25 00:00:00,0.6445,Open,"Invoice INV00003762 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 30.0%. Recommended action: DEFER."
AUD00001890,INV00003765,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:44,Behavioural,HOLD until 2026-01-21 00:00:00,0.7122,Open,"Invoice INV00003765 has been flagged because it is scheduled to release 31 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 22.2%. Recommended action: HOLD."
AUD00001891,INV00003766,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:45,System error,DEFER until 2025-11-11 00:00:00,0.764,Open,"Invoice INV00003766 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 14.8%. Recommended action: DEFER."
AUD00001892,INV00003767,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:46,System error,HOLD until 2025-12-19 00:00:00,0.7313,Open,"Invoice INV00003767 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.6%. Recommended action: HOLD."
AUD00001893,INV00003768,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:46:47,System error,ESCALATE until 2026-03-05 00:00:00,0.6886,Open,"Invoice INV00003768 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 18.3%. Recommended action: ESCALATE."
AUD00001894,INV00003769,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:46:48,Not applicable / on-time,DEFER until 2025-05-20 00:00:00,0.597,Open,"Invoice INV00003769 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 15.0%. Recommended action: DEFER."
AUD00001895,INV00003770,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:46:49,UPR,APPROVE until 2025-03-16 00:00:00,0.7107,Closed,"Invoice INV00003770 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 20.2%. Recommended action: APPROVE."
AUD00001896,INV00003772,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:50,System error,HOLD until 2025-08-01 00:00:00,0.6322,Open,"Invoice INV00003772 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 5.5%. Recommended action: HOLD."
AUD00001897,INV00003774,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:51,Insufficient audit trail,HOLD until 2025-07-11 00:00:00,0.3423,Open,"Invoice INV00003774 has been flagged because it is scheduled to release 21 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 27.3%. Recommended action: HOLD."
AUD00001898,INV00003776,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:52,Behavioural,HOLD until 2025-03-05 00:00:00,0.8467,Open,"Invoice INV00003776 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 9.2%. Recommended action: HOLD."
AUD00001899,INV00003777,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:53,Behavioural,HOLD until 2025-09-07 00:00:00,0.7583,Open,"Invoice INV00003777 has been flagged because it is scheduled to release 42 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.2%. Recommended action: HOLD."
AUD00001900,INV00003779,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:54,System error,HOLD until 2026-03-21 00:00:00,0.6337,Open,"Invoice INV00003779 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 28.5%. Recommended action: HOLD."
AUD00001901,INV00003781,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:55,UPR,HOLD until 2025-08-02 00:00:00,0.7611,Open,"Invoice INV00003781 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 6.5%. Recommended action: HOLD."
AUD00001902,INV00003783,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:56,Behavioural,HOLD until 2026-06-15 00:00:00,0.7429,Open,"Invoice INV00003783 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 31.3%. Recommended action: HOLD."
AUD00001903,INV00003784,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:57,Behavioural,HOLD until 2025-12-07 00:00:00,0.6236,Open,"Invoice INV00003784 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 2.0%. Recommended action: HOLD."
AUD00001904,INV00003785,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:46:58,UPR,APPROVE until 2025-06-04 00:00:00,0.6445,Closed,"Invoice INV00003785 has been flagged because it is scheduled to release 5 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 40.8%. Recommended action: APPROVE."
AUD00001905,INV00003787,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:46:59,System error,HOLD until 2026-01-30 00:00:00,0.2622,Open,"Invoice INV00003787 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 15.7%. Recommended action: HOLD."
AUD00001906,INV00003789,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:47:00,Not applicable / on-time,DEFER until 2025-11-04 00:00:00,0.517,Open,"Invoice INV00003789 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 42.9%. Recommended action: DEFER."
AUD00001907,INV00003791,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:47:01,Behavioural,HOLD until 2025-09-12 00:00:00,0.448,Open,"Invoice INV00003791 has been flagged because it is scheduled to release 31 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 49.1%. Recommended action: HOLD."
AUD00001908,INV00003793,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:47:02,System error,DEFER until 2026-02-02 00:00:00,0.7679,Open,"Invoice INV00003793 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 15.0%. Recommended action: DEFER."
AUD00001909,INV00003794,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:47:03,Insufficient audit trail,HOLD until 2025-11-01 00:00:00,0.3461,Open,"Invoice INV00003794 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.6%. Recommended action: HOLD."
AUD00001910,INV00003796,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:47:04,Insufficient audit trail,HOLD until 2025-10-25 00:00:00,0.3156,Open,"Invoice INV00003796 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.7%. Recommended action: HOLD."
AUD00001911,INV00003800,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:47:05,System error,HOLD until 2026-05-07 00:00:00,0.3358,Open,"Invoice INV00003800 has been flagged because it is scheduled to release 32 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 4.7%. Recommended action: HOLD."
AUD00001912,INV00003801,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:47:06,Behavioural,HOLD until 2025-03-31 00:00:00,0.7693,Open,"Invoice INV00003801 has been flagged because it is scheduled to release 40 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 7.5%. Recommended action: HOLD."
AUD00001913,INV00003802,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:47:07,System error,HOLD until 2026-04-15 00:00:00,0.654,Open,"Invoice INV00003802 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 6.0%. Recommended action: HOLD."
